,Question,rater,Question_Reduced_Id,annotator,opinion
154,9,A34PHPOQ13G1OT,7,8,1
155,9,A34PHPOQ13G1OT,7,8,1
156,9,AVHF02BYOQDQP,7,7,0
157,10,A3GQDJEDL2TG8,8,0,1
158,10,AK7YVYGMIF6T0,8,1,1
159,10,A3GQDJEDL2TG8,8,0,1
160,10,A3GQDJEDL2TG8,8,0,1
161,10,A10KGNQLL0AL6A,8,2,1
162,10,A1A0HB496KRF0R,8,3,1
163,10,A1A0HB496KRF0R,8,3,0
164,10,A1A0HB496KRF0R,8,3,0
165,10,A1A0HB496KRF0R,8,3,1
166,10,A1A0HB496KRF0R,8,3,0
167,10,A3VA051NB26M27,8,4,1
168,10,A3VA051NB26M27,8,4,1
169,10,ARX6AFFNF2S5F,8,5,1
170,10,A1OX4SDTSOJQCI,8,6,0
171,10,AVHF02BYOQDQP,8,7,0
172,10,AVHF02BYOQDQP,8,7,0
173,10,AVHF02BYOQDQP,8,7,0
174,10,A34PHPOQ13G1OT,8,8,1
175,10,A34PHPOQ13G1OT,8,8,1
176,10,AVHF02BYOQDQP,8,7,0
177,11,A3GQDJEDL2TG8,9,0,1
178,11,AK7YVYGMIF6T0,9,1,0
179,11,A3GQDJEDL2TG8,9,0,1
180,11,A3GQDJEDL2TG8,9,0,1
181,11,A10KGNQLL0AL6A,9,2,0
182,11,A1A0HB496KRF0R,9,3,1
183,11,A1A0HB496KRF0R,9,3,0
184,11,A1A0HB496KRF0R,9,3,0
185,11,A1A0HB496KRF0R,9,3,0
186,11,A1A0HB496KRF0R,9,3,0
187,11,A3VA051NB26M27,9,4,1
188,11,A3VA051NB26M27,9,4,1
189,11,ARX6AFFNF2S5F,9,5,0
190,11,A1OX4SDTSOJQCI,9,6,0
191,11,AVHF02BYOQDQP,9,7,1
192,11,AVHF02BYOQDQP,9,7,1
193,11,AVHF02BYOQDQP,9,7,1
194,11,A34PHPOQ13G1OT,9,8,1
195,11,A34PHPOQ13G1OT,9,8,1
196,11,AVHF02BYOQDQP,9,7,1
197,12,A3GQDJEDL2TG8,10,0,1
198,12,AK7YVYGMIF6T0,10,1,1
199,12,A3GQDJEDL2TG8,10,0,1
200,12,A3GQDJEDL2TG8,10,0,1
201,12,A10KGNQLL0AL6A,10,2,1
202,12,A1A0HB496KRF0R,10,3,1
203,12,A1A0HB496KRF0R,10,3,1
204,12,A1A0HB496KRF0R,10,3,1
205,12,A1A0HB496KRF0R,10,3,1
206,12,A1A0HB496KRF0R,10,3,1
207,12,A3VA051NB26M27,10,4,1
208,12,A3VA051NB26M27,10,4,1
209,12,ARX6AFFNF2S5F,10,5,1
210,12,A1OX4SDTSOJQCI,10,6,1
211,12,AVHF02BYOQDQP,10,7,1
212,12,AVHF02BYOQDQP,10,7,1
213,12,AVHF02BYOQDQP,10,7,1
214,12,A34PHPOQ13G1OT,10,8,1
215,12,A34PHPOQ13G1OT,10,8,1
216,12,AVHF02BYOQDQP,10,7,1
217,13,A3GQDJEDL2TG8,11,0,1
218,13,AK7YVYGMIF6T0,11,1,1
219,13,A3GQDJEDL2TG8,11,0,1
220,13,A3GQDJEDL2TG8,11,0,1
221,13,A10KGNQLL0AL6A,11,2,1
222,13,A1A0HB496KRF0R,11,3,1
223,13,A1A0HB496KRF0R,11,3,0
224,13,A1A0HB496KRF0R,11,3,0
225,13,A1A0HB496KRF0R,11,3,0
226,13,A1A0HB496KRF0R,11,3,0
227,13,A3VA051NB26M27,11,4,1
228,13,A3VA051NB26M27,11,4,1
229,13,ARX6AFFNF2S5F,11,5,0
230,13,A1OX4SDTSOJQCI,11,6,0
231,13,AVHF02BYOQDQP,11,7,0
232,13,AVHF02BYOQDQP,11,7,0
233,13,AVHF02BYOQDQP,11,7,0
234,13,A34PHPOQ13G1OT,11,8,1
235,13,A34PHPOQ13G1OT,11,8,0
236,13,AVHF02BYOQDQP,11,7,0
237,14,A3GQDJEDL2TG8,12,0,1
238,14,AK7YVYGMIF6T0,12,1,1
239,14,A3GQDJEDL2TG8,12,0,1
240,14,A3GQDJEDL2TG8,12,0,1
241,14,A10KGNQLL0AL6A,12,2,0
242,14,A1A0HB496KRF0R,12,3,1
243,14,A1A0HB496KRF0R,12,3,1
244,14,A1A0HB496KRF0R,12,3,1
245,14,A1A0HB496KRF0R,12,3,1
246,14,A1A0HB496KRF0R,12,3,1
247,14,A3VA051NB26M27,12,4,1
248,14,A3VA051NB26M27,12,4,1
249,14,ARX6AFFNF2S5F,12,5,1
250,14,A1OX4SDTSOJQCI,12,6,1
251,14,AVHF02BYOQDQP,12,7,1
252,14,AVHF02BYOQDQP,12,7,1
253,14,AVHF02BYOQDQP,12,7,1
254,14,A34PHPOQ13G1OT,12,8,1
255,14,A34PHPOQ13G1OT,12,8,1
256,14,AVHF02BYOQDQP,12,7,1
257,15,A3GQDJEDL2TG8,13,0,1
258,15,AK7YVYGMIF6T0,13,1,0
259,15,A3GQDJEDL2TG8,13,0,0
260,15,A3GQDJEDL2TG8,13,0,1
261,15,A10KGNQLL0AL6A,13,2,1
262,15,A1A0HB496KRF0R,13,3,1
263,15,A1A0HB496KRF0R,13,3,1
264,15,A1A0HB496KRF0R,13,3,1
265,15,A1A0HB496KRF0R,13,3,1
266,15,A1A0HB496KRF0R,13,3,1
267,15,A3VA051NB26M27,13,4,1
268,15,A3VA051NB26M27,13,4,1
269,15,ARX6AFFNF2S5F,13,5,1
270,15,A1OX4SDTSOJQCI,13,6,1
271,15,AVHF02BYOQDQP,13,7,1
272,15,AVHF02BYOQDQP,13,7,1
273,15,AVHF02BYOQDQP,13,7,1
274,15,A34PHPOQ13G1OT,13,8,1
275,15,A34PHPOQ13G1OT,13,8,1
276,15,AVHF02BYOQDQP,13,7,0
277,16,A3GQDJEDL2TG8,14,0,1
278,16,AK7YVYGMIF6T0,14,1,0
279,16,A3GQDJEDL2TG8,14,0,1
280,16,A3GQDJEDL2TG8,14,0,1
281,16,A10KGNQLL0AL6A,14,2,1
282,16,A1A0HB496KRF0R,14,3,0
283,16,A1A0HB496KRF0R,14,3,0
284,16,A1A0HB496KRF0R,14,3,0
285,16,A1A0HB496KRF0R,14,3,0
286,16,A1A0HB496KRF0R,14,3,0
287,16,A3VA051NB26M27,14,4,1
288,16,A3VA051NB26M27,14,4,1
289,16,A1OX4SDTSOJQCI,14,6,0
290,16,AVHF02BYOQDQP,14,7,0
291,16,AVHF02BYOQDQP,14,7,0
292,16,AVHF02BYOQDQP,14,7,0
293,16,A34PHPOQ13G1OT,14,8,1
294,16,A34PHPOQ13G1OT,14,8,1
295,16,AVHF02BYOQDQP,14,7,0
296,17,A3GQDJEDL2TG8,15,0,0
297,17,AK7YVYGMIF6T0,15,1,0
298,17,A3GQDJEDL2TG8,15,0,1
299,17,A3GQDJEDL2TG8,15,0,0
300,17,A10KGNQLL0AL6A,15,2,0
301,17,A1A0HB496KRF0R,15,3,0
302,17,A1A0HB496KRF0R,15,3,0
303,17,A1A0HB496KRF0R,15,3,0
304,17,A1A0HB496KRF0R,15,3,0
305,17,A1A0HB496KRF0R,15,3,0
306,17,A3VA051NB26M27,15,4,0
307,17,A3VA051NB26M27,15,4,0
308,17,ARX6AFFNF2S5F,15,5,0
309,17,A1OX4SDTSOJQCI,15,6,0
310,17,AVHF02BYOQDQP,15,7,0
311,17,AVHF02BYOQDQP,15,7,0
312,17,AVHF02BYOQDQP,15,7,0
313,17,A34PHPOQ13G1OT,15,8,1
314,17,A34PHPOQ13G1OT,15,8,0
315,17,AVHF02BYOQDQP,15,7,0
316,18,A3GQDJEDL2TG8,16,0,1
317,18,AK7YVYGMIF6T0,16,1,0
318,18,A3GQDJEDL2TG8,16,0,1
319,18,A3GQDJEDL2TG8,16,0,1
320,18,A10KGNQLL0AL6A,16,2,0
321,18,A1A0HB496KRF0R,16,3,0
322,18,A1A0HB496KRF0R,16,3,0
323,18,A1A0HB496KRF0R,16,3,0
324,18,A1A0HB496KRF0R,16,3,0
325,18,A1A0HB496KRF0R,16,3,0
326,18,A3VA051NB26M27,16,4,1
327,18,A3VA051NB26M27,16,4,1
328,18,ARX6AFFNF2S5F,16,5,0
329,18,A1OX4SDTSOJQCI,16,6,0
330,18,AVHF02BYOQDQP,16,7,0
331,18,AVHF02BYOQDQP,16,7,0
332,18,AVHF02BYOQDQP,16,7,0
333,18,A34PHPOQ13G1OT,16,8,1
334,18,A34PHPOQ13G1OT,16,8,0
335,18,AVHF02BYOQDQP,16,7,0
336,19,A3GQDJEDL2TG8,17,0,0
337,19,AK7YVYGMIF6T0,17,1,0
338,19,A3GQDJEDL2TG8,17,0,0
339,19,A3GQDJEDL2TG8,17,0,1
340,19,A10KGNQLL0AL6A,17,2,1
341,19,A1A0HB496KRF0R,17,3,0
342,19,A1A0HB496KRF0R,17,3,0
343,19,A1A0HB496KRF0R,17,3,0
344,19,A1A0HB496KRF0R,17,3,0
345,19,A1A0HB496KRF0R,17,3,0
346,19,A3VA051NB26M27,17,4,0
347,19,A3VA051NB26M27,17,4,0
348,19,ARX6AFFNF2S5F,17,5,0
349,19,A1OX4SDTSOJQCI,17,6,0
350,19,AVHF02BYOQDQP,17,7,0
351,19,AVHF02BYOQDQP,17,7,0
352,19,AVHF02BYOQDQP,17,7,0
353,19,A34PHPOQ13G1OT,17,8,0
354,19,A34PHPOQ13G1OT,17,8,0
355,19,AVHF02BYOQDQP,17,7,0
356,20,A3GQDJEDL2TG8,18,0,1
357,20,AK7YVYGMIF6T0,18,1,0
358,20,A3GQDJEDL2TG8,18,0,1
359,20,A3GQDJEDL2TG8,18,0,1
360,20,A10KGNQLL0AL6A,18,2,1
361,20,A1A0HB496KRF0R,18,3,0
362,20,A1A0HB496KRF0R,18,3,0
363,20,A1A0HB496KRF0R,18,3,0
364,20,A1A0HB496KRF0R,18,3,0
365,20,A1A0HB496KRF0R,18,3,0
366,20,A3VA051NB26M27,18,4,0
367,20,A3VA051NB26M27,18,4,0
368,20,ARX6AFFNF2S5F,18,5,0
369,20,A1OX4SDTSOJQCI,18,6,1
370,20,AVHF02BYOQDQP,18,7,0
371,20,AVHF02BYOQDQP,18,7,0
372,20,AVHF02BYOQDQP,18,7,0
373,20,A34PHPOQ13G1OT,18,8,1
374,20,A34PHPOQ13G1OT,18,8,1
375,20,AVHF02BYOQDQP,18,7,0
376,21,A3GQDJEDL2TG8,19,0,0
377,21,AK7YVYGMIF6T0,19,1,0
378,21,A3GQDJEDL2TG8,19,0,1
379,21,A3GQDJEDL2TG8,19,0,0
380,21,A10KGNQLL0AL6A,19,2,0
381,21,A1A0HB496KRF0R,19,3,0
382,21,A1A0HB496KRF0R,19,3,0
383,21,A1A0HB496KRF0R,19,3,0
384,21,A1A0HB496KRF0R,19,3,0
385,21,A1A0HB496KRF0R,19,3,1
386,21,A3VA051NB26M27,19,4,1
387,21,A3VA051NB26M27,19,4,1
388,21,ARX6AFFNF2S5F,19,5,0
389,21,A1OX4SDTSOJQCI,19,6,0
390,21,AVHF02BYOQDQP,19,7,0
391,21,AVHF02BYOQDQP,19,7,0
392,21,AVHF02BYOQDQP,19,7,0
393,21,A34PHPOQ13G1OT,19,8,1
394,21,A34PHPOQ13G1OT,19,8,1
395,21,AVHF02BYOQDQP,19,7,0
396,22,A3GQDJEDL2TG8,20,0,1
397,22,AK7YVYGMIF6T0,20,1,0
398,22,A3GQDJEDL2TG8,20,0,1
399,22,A3GQDJEDL2TG8,20,0,1
400,22,A10KGNQLL0AL6A,20,2,1
401,22,A1A0HB496KRF0R,20,3,1
402,22,A1A0HB496KRF0R,20,3,1
403,22,A1A0HB496KRF0R,20,3,0
404,22,A1A0HB496KRF0R,20,3,1
405,22,A1A0HB496KRF0R,20,3,1
406,22,A3VA051NB26M27,20,4,1
407,22,A3VA051NB26M27,20,4,1
408,22,ARX6AFFNF2S5F,20,5,1
409,22,A1OX4SDTSOJQCI,20,6,1
410,22,AVHF02BYOQDQP,20,7,0
411,22,AVHF02BYOQDQP,20,7,0
412,22,AVHF02BYOQDQP,20,7,0
413,22,A34PHPOQ13G1OT,20,8,1
414,22,A34PHPOQ13G1OT,20,8,1
415,22,AVHF02BYOQDQP,20,7,0
416,23,A3GQDJEDL2TG8,21,0,1
417,23,AK7YVYGMIF6T0,21,1,1
418,23,A3GQDJEDL2TG8,21,0,1
419,23,A3GQDJEDL2TG8,21,0,1
420,23,A10KGNQLL0AL6A,21,2,0
421,23,A1A0HB496KRF0R,21,3,1
422,23,A1A0HB496KRF0R,21,3,1
423,23,A1A0HB496KRF0R,21,3,1
424,23,A1A0HB496KRF0R,21,3,1
425,23,A1A0HB496KRF0R,21,3,1
426,23,A3VA051NB26M27,21,4,0
427,23,A3VA051NB26M27,21,4,0
428,23,ARX6AFFNF2S5F,21,5,1
429,23,A1OX4SDTSOJQCI,21,6,1
430,23,AVHF02BYOQDQP,21,7,0
431,23,AVHF02BYOQDQP,21,7,0
432,23,AVHF02BYOQDQP,21,7,0
433,23,A34PHPOQ13G1OT,21,8,1
434,23,A34PHPOQ13G1OT,21,8,1
435,23,AVHF02BYOQDQP,21,7,0
436,24,A3GQDJEDL2TG8,22,0,1
437,24,AK7YVYGMIF6T0,22,1,0
438,24,A3GQDJEDL2TG8,22,0,0
439,24,A3GQDJEDL2TG8,22,0,1
440,24,A10KGNQLL0AL6A,22,2,1
441,24,A1A0HB496KRF0R,22,3,0
442,24,A1A0HB496KRF0R,22,3,0
443,24,A1A0HB496KRF0R,22,3,0
444,24,A1A0HB496KRF0R,22,3,0
445,24,A1A0HB496KRF0R,22,3,0
446,24,A3VA051NB26M27,22,4,1
447,24,A3VA051NB26M27,22,4,0
448,24,ARX6AFFNF2S5F,22,5,0
449,24,A1OX4SDTSOJQCI,22,6,0
450,24,AVHF02BYOQDQP,22,7,1
451,24,AVHF02BYOQDQP,22,7,1
452,24,AVHF02BYOQDQP,22,7,1
453,24,A34PHPOQ13G1OT,22,8,1
454,24,A34PHPOQ13G1OT,22,8,1
455,24,AVHF02BYOQDQP,22,7,0
456,25,A3GQDJEDL2TG8,23,0,1
457,25,AK7YVYGMIF6T0,23,1,1
458,25,A3GQDJEDL2TG8,23,0,1
459,25,A3GQDJEDL2TG8,23,0,1
460,25,A10KGNQLL0AL6A,23,2,1
461,25,A1A0HB496KRF0R,23,3,1
462,25,A1A0HB496KRF0R,23,3,1
463,25,A1A0HB496KRF0R,23,3,1
464,25,A1A0HB496KRF0R,23,3,1
465,25,A1A0HB496KRF0R,23,3,1
466,25,A3VA051NB26M27,23,4,1
467,25,A3VA051NB26M27,23,4,1
468,25,ARX6AFFNF2S5F,23,5,1
469,25,A1OX4SDTSOJQCI,23,6,1
470,25,AVHF02BYOQDQP,23,7,1
471,25,AVHF02BYOQDQP,23,7,1
472,25,AVHF02BYOQDQP,23,7,1
473,25,A34PHPOQ13G1OT,23,8,1
474,25,A34PHPOQ13G1OT,23,8,1
475,25,AVHF02BYOQDQP,23,7,1
476,26,A3GQDJEDL2TG8,24,0,0
477,26,AK7YVYGMIF6T0,24,1,0
478,26,A3GQDJEDL2TG8,24,0,0
479,26,A3GQDJEDL2TG8,24,0,1
480,26,A10KGNQLL0AL6A,24,2,1
481,26,A1A0HB496KRF0R,24,3,1
482,26,A1A0HB496KRF0R,24,3,0
483,26,A1A0HB496KRF0R,24,3,0
484,26,A1A0HB496KRF0R,24,3,0
485,26,A1A0HB496KRF0R,24,3,0
486,26,A3VA051NB26M27,24,4,1
487,26,A3VA051NB26M27,24,4,1
488,26,ARX6AFFNF2S5F,24,5,0
489,26,A1OX4SDTSOJQCI,24,6,1
490,26,AVHF02BYOQDQP,24,7,0
491,26,AVHF02BYOQDQP,24,7,0
492,26,AVHF02BYOQDQP,24,7,0
493,26,A34PHPOQ13G1OT,24,8,1
494,26,A34PHPOQ13G1OT,24,8,1
495,26,AVHF02BYOQDQP,24,7,0
496,27,A3GQDJEDL2TG8,25,0,0
497,27,A38UZKXYE10BN7,25,9,0
498,27,A3GQDJEDL2TG8,25,0,0
499,27,A3GQDJEDL2TG8,25,0,0
500,27,A3GQDJEDL2TG8,25,0,1
501,27,A3GQDJEDL2TG8,25,0,0
502,27,A1A0HB496KRF0R,25,3,0
503,27,A1A0HB496KRF0R,25,3,0
504,27,A1A0HB496KRF0R,25,3,0
505,27,A1A0HB496KRF0R,25,3,0
506,27,A2XHL3GD3OG9KC,25,10,0
507,27,A1A0HB496KRF0R,25,3,0
508,27,A1A0HB496KRF0R,25,3,0
509,27,A1A0HB496KRF0R,25,3,0
510,27,A1A0HB496KRF0R,25,3,0
511,27,A1A0HB496KRF0R,25,3,0
512,27,AVHF02BYOQDQP,25,7,0
513,27,AVHF02BYOQDQP,25,7,0
514,27,AVHF02BYOQDQP,25,7,0
515,27,AVHF02BYOQDQP,25,7,0
516,28,A3GQDJEDL2TG8,26,0,1
517,28,A38UZKXYE10BN7,26,9,0
518,28,A3GQDJEDL2TG8,26,0,1
519,28,A3GQDJEDL2TG8,26,0,0
520,28,A3GQDJEDL2TG8,26,0,1
521,28,A3GQDJEDL2TG8,26,0,1
522,28,A1A0HB496KRF0R,26,3,1
523,28,A1A0HB496KRF0R,26,3,1
524,28,A1A0HB496KRF0R,26,3,1
525,28,A1A0HB496KRF0R,26,3,1
526,28,A2XHL3GD3OG9KC,26,10,0
527,28,A1A0HB496KRF0R,26,3,1
528,28,A1A0HB496KRF0R,26,3,1
529,28,A1A0HB496KRF0R,26,3,1
530,28,A1A0HB496KRF0R,26,3,1
531,28,A1A0HB496KRF0R,26,3,1
532,28,AVHF02BYOQDQP,26,7,1
533,28,AVHF02BYOQDQP,26,7,0
534,28,AVHF02BYOQDQP,26,7,1
535,28,AVHF02BYOQDQP,26,7,0
536,29,A3GQDJEDL2TG8,27,0,0
537,29,A38UZKXYE10BN7,27,9,0
538,29,A3GQDJEDL2TG8,27,0,1
539,29,A3GQDJEDL2TG8,27,0,0
540,29,A3GQDJEDL2TG8,27,0,0
541,29,A3GQDJEDL2TG8,27,0,1
542,29,A1A0HB496KRF0R,27,3,0
543,29,A1A0HB496KRF0R,27,3,0
544,29,A1A0HB496KRF0R,27,3,0
545,29,A1A0HB496KRF0R,27,3,0
546,29,A2XHL3GD3OG9KC,27,10,0
547,29,A1A0HB496KRF0R,27,3,0
548,29,A1A0HB496KRF0R,27,3,0
549,29,A1A0HB496KRF0R,27,3,0
550,29,A1A0HB496KRF0R,27,3,0
551,29,A1A0HB496KRF0R,27,3,0
552,29,AVHF02BYOQDQP,27,7,0
553,29,AVHF02BYOQDQP,27,7,0
554,29,AVHF02BYOQDQP,27,7,0
555,29,AVHF02BYOQDQP,27,7,0
556,30,A3GQDJEDL2TG8,28,0,1
557,30,A38UZKXYE10BN7,28,9,1
558,30,A3GQDJEDL2TG8,28,0,1
559,30,A3GQDJEDL2TG8,28,0,1
560,30,A3GQDJEDL2TG8,28,0,1
561,30,A3GQDJEDL2TG8,28,0,0
562,30,A1A0HB496KRF0R,28,3,0
563,30,A1A0HB496KRF0R,28,3,0
564,30,A1A0HB496KRF0R,28,3,0
565,30,A1A0HB496KRF0R,28,3,0
566,30,A2XHL3GD3OG9KC,28,10,0
567,30,A1A0HB496KRF0R,28,3,0
568,30,A1A0HB496KRF0R,28,3,0
569,30,A1A0HB496KRF0R,28,3,0
570,30,A1A0HB496KRF0R,28,3,0
571,30,A1A0HB496KRF0R,28,3,0
572,30,AVHF02BYOQDQP,28,7,0
573,30,AVHF02BYOQDQP,28,7,0
574,30,AVHF02BYOQDQP,28,7,0
575,30,AVHF02BYOQDQP,28,7,0
576,32,A3GQDJEDL2TG8,29,0,1
577,32,A38UZKXYE10BN7,29,9,1
578,32,A3GQDJEDL2TG8,29,0,1
579,32,A3GQDJEDL2TG8,29,0,1
580,32,A3GQDJEDL2TG8,29,0,1
581,32,A3GQDJEDL2TG8,29,0,1
582,32,A1A0HB496KRF0R,29,3,0
583,32,A1A0HB496KRF0R,29,3,1
584,32,A1A0HB496KRF0R,29,3,1
585,32,A1A0HB496KRF0R,29,3,1
586,32,A2XHL3GD3OG9KC,29,10,0
587,32,A1A0HB496KRF0R,29,3,1
588,32,A1A0HB496KRF0R,29,3,1
589,32,A1A0HB496KRF0R,29,3,1
590,32,A1A0HB496KRF0R,29,3,1
591,32,A1A0HB496KRF0R,29,3,1
592,32,AVHF02BYOQDQP,29,7,1
593,32,AVHF02BYOQDQP,29,7,0
594,32,AVHF02BYOQDQP,29,7,0
595,32,AVHF02BYOQDQP,29,7,0
596,33,A3GQDJEDL2TG8,30,0,0
597,33,A38UZKXYE10BN7,30,9,1
